Reference No.,Tendering Procedure,Title or Scope,Contractor(s) and Address(es),Item/Quantity,Awarded Amount,Date Awarded,Source_File,Year,Source_Month,Source_URL
M1293-24E,Selective,Maintenance Services for Passenger Information Display System in TML (TUM-ETS),"Roctec Technology LimitedRoom 1502-4, 15/FKodak House II321 Java RoadNorth PointHong Kong",Not Applicable,"HK$3,799,120",30 May 2024,MTR_Tender_May24_table1.csv,2024,May24,https://www.mtr.com.hk/en/corporate/tenders/May24.html
Q093279,Selective,Provision of Mobile Flash Butt Welding Machines in PHD and SHD,Geismar S.A.S168 BIS Avenue Charles de Gaulle92200 Neuilly-sur-SeineFrance,1 Job,"HK$31,052,437.66",23 May 2024,MTR_Tender_May24_table1.csv,2024,May24,https://www.mtr.com.hk/en/corporate/tenders/May24.html
Q100287,Selective,Provision of Automatic Coil Spring Handling System in Ho Tung Lau Depot Workshop,"Guangdong CAS DoFortune Laser Technology Co.,LtdBuilding 4, 25 Sanle East RoadBeijiao Town, Shunde DistrictFoshan CityGuangdong ProvinceChina",1 Job,"HK$4,693,800",29 May 2024,MTR_Tender_May24_table1.csv,2024,May24,https://www.mtr.com.hk/en/corporate/tenders/May24.html
Q102512,Selective,Group Medical Insurance for Employees and Eligible Dependants 2024-2026,AIA International Limited16/FKerry Centre683 King’s RoadQuarry BayHong Kong,2 Years,Not Disclosed,9 May 2024,MTR_Tender_May24_table1.csv,2024,May24,https://www.mtr.com.hk/en/corporate/tenders/May24.html
Q102773,Selective,"Provision of Engineering Services for Replacement of Coupler on K-Trains, C-Trains and CAF-Trains in KBD & SHD","Bright Sunlight LimitedNo. 05, 11/F, APEC Plaza49 Hoi Yuen RoadKwun Tong, KowloonHong Kong",1 Job,"HK$10,903,750",3 May 2024,MTR_Tender_May24_table1.csv,2024,May24,https://www.mtr.com.hk/en/corporate/tenders/May24.html
1258,Open,Escalators,"TK Elevator Hong Kong Limited31/F, Enterprise Square Three39 Wang Chiu RoadKowloon Bay, KowloonHong Kong",Not Applicable,"HK$188,030,000",15 Jan 2024,MTR_Tender_Jan24_table1.csv,2024,Jan24,https://www.mtr.com.hk/en/corporate/tenders/Jan24.html
1262,Open,Automatic Fare Collection System,"Shanghai Huaming Intelligent Terminal Equipment Co., Ltd.No. 895, Rongmei RoadSongjiang District, ShanghaiChina",Not Applicable,"HK$40,967,000",12 Jan 2024,MTR_Tender_Jan24_table1.csv,2024,Jan24,https://www.mtr.com.hk/en/corporate/tenders/Jan24.html
C3866-23E,Selective,Radio Distribution Network - Provision of Mobile Coverage in Siding for Digitalization,"Shun Hing Systems Integration Company Limited16/F, Shun Hing Centre2 Shing Yiu StreetKwai Chung, New TerritoriesHong Kong",Not Applicable,"HK$29,476,500",31 Jan 2024,MTR_Tender_Jan24_table1.csv,2024,Jan24,https://www.mtr.com.hk/en/corporate/tenders/Jan24.html
K8307-23C,Selective,Civil and E&M Works for Provision of Integrated Wheelset Maintenance Centre,"Unistress Building Construction Ltd.10/F, Sui Yat Industrial Building1 Yuk Yat StreetTo Kwa Wan, KowloonHong Kong",1 Job,"HK$75,945,280",25 Jan 2024,MTR_Tender_Jan24_table1.csv,2024,Jan24,https://www.mtr.com.hk/en/corporate/tenders/Jan24.html
Q091057,Selective,Toilet Renovation Works for Two International Finance Centre,"Jetline Construction Co., Limited1/F, Kiu Yin Commercial Building361-363 Lockhart RoadWanchaiHong Kong",1 Job,Not Disclosed,8 Jan 2024,MTR_Tender_Jan24_table1.csv,2024,Jan24,https://www.mtr.com.hk/en/corporate/tenders/Jan24.html
Q095846,Selective,Enhancement Work for SP-Train In-Saloon CCTV System,"Bright Sunlight LimitedNo. 05, 11/FAPEC PlazaNo. 49 Hoi Yuen RoadKwun Tong, KowloonHong Kong",1 Job,"HK$5,315,046",23 Jan 2024,MTR_Tender_Jan24_table1.csv,2024,Jan24,https://www.mtr.com.hk/en/corporate/tenders/Jan24.html
Q098479,Selective,Partial Replacement of 11kV Cables in Light Rail,"China Railway Electrification Group (Hong Kong) LimitedRoom D5-D6A, 15/FTML Tower3 Hoi Shing RoadTsuen Wan, New TerritoriesHong Kong",1 Job,"HK$7,996,000",22 Jan 2024,MTR_Tender_Jan24_table1.csv,2024,Jan24,https://www.mtr.com.hk/en/corporate/tenders/Jan24.html
Q099318,Selective,Supply of Equipment Termination Unit for CCTV System,"Charter Glory Corporation LimitedRoom 902, 9/FCentury Centre44 and 46 Hung To RoadKwun Tong, KowloonHong Kong",1 Job,"HK$4,240,992",22 Jan 2024,MTR_Tender_Jan24_table1.csv,2024,Jan24,https://www.mtr.com.hk/en/corporate/tenders/Jan24.html
Q099871,Selective,Supply of Installation Accessories for CCTV System,"Charter Glory Corporation LimitedRoom 902, 9/FCentury Centre44 and 46 Hung To RoadKwun Tong, KowloonHong Kong",1 Job,"HK$6,286,439",22 Jan 2024,MTR_Tender_Jan24_table1.csv,2024,Jan24,https://www.mtr.com.hk/en/corporate/tenders/Jan24.html
Q100303,Open,Provision of IT Workplace Support & Data Centre Management Services,"DXC Technology Enterprise Services (Hong Kong) Limited(Package 1 - IT Workplace Support)Suites 1905-13 and Part of Suite 1904, 19/FCityplaza One1111 King’s RoadTaikoo ShingHong Kong",1 Job,Not Disclosed,24 Jan 2024,MTR_Tender_Jan24_table1.csv,2024,Jan24,https://www.mtr.com.hk/en/corporate/tenders/Jan24.html
1551,Selective,Rolling Stock for TME and HSK Projects,"CRRC Changchun Railway Vehicles Co., Ltd.2001 Changke RoadChangchun CityChina",Not Applicable,"HK$1,681,087,441",17 Oct 2024,MTR_Tender_Oct24_table1.csv,2024,Oct24,https://www.mtr.com.hk/en/corporate/tenders/Oct24.html
1552,Limited*,Signalling System for TME and HSK,"Hitachi Rail GTS Hong Kong LimitedUnit 912, New Kowloon PlazaNo. 38 Tai Kok Tsui RoadKowloonHong Kong",Not Applicable,"HK$1,290,000,000",17 Oct 2024,MTR_Tender_Oct24_table1.csv,2024,Oct24,https://www.mtr.com.hk/en/corporate/tenders/Oct24.html
1702,Open,Siu Ho Wan Depot – Phase 1 and Associated Works,"Shinryo (Hong Kong) LimitedUnit 1103-05, 11/F, Port 3333 Tseuk Luk Street,San Po Kong, KowloonHong Kong",1 Job,"HK$1,432,592,097",9 Oct 2024,MTR_Tender_Oct24_table1.csv,2024,Oct24,https://www.mtr.com.hk/en/corporate/tenders/Oct24.html
1720,Open,Trackwork and Overhead Line for OYB & SHD Phase 1,"CRFG-EEB Joint VentureFlat 2309, 23/FGrandtech Centre8 On Ping StreetShatin, New TerritoriesHong Kong",Not Applicable,"HK$389,990,000",21 Oct 2024,MTR_Tender_Oct24_table1.csv,2024,Oct24,https://www.mtr.com.hk/en/corporate/tenders/Oct24.html
C8010-23E,Selective,Replacement of Fire Alarm Panels and Fire Services Field Devices at KBD and HTD,"Shinryo Technical Services LimitedUnit 1805, 18/FWang Lung Industrial BuildingNo.11 Lung Tak StreetTsuen Wan, New TerritoriesHong Kong",Not Applicable,"HK$32,129,800",8 Oct 2024,MTR_Tender_Oct24_table1.csv,2024,Oct24,https://www.mtr.com.hk/en/corporate/tenders/Oct24.html
M1280-24E,Selective,Maintenance Services for Fixed Communications System for HSR,"Siemens Mobility LimitedUnits 905 - 907, Tower BManulife Financial Center223 - 231 Wai Yip StreetKwun Tong, KowloonHong Kong",Not Applicable,"HK$29,261,007.87",23 Oct 2024,MTR_Tender_Oct24_table1.csv,2024,Oct24,https://www.mtr.com.hk/en/corporate/tenders/Oct24.html
Q099674,Selective,Enhancement of Earthing Connection for Signalling Equipment in Light Rail,"KML Engineering LimitedB12, G/FShatin Industrial CentreSiu Lek Yuen RoadShatin, New TerritoriesHong Kong",1 Job,"HK$6,980,000",9 Oct 2024,MTR_Tender_Oct24_table1.csv,2024,Oct24,https://www.mtr.com.hk/en/corporate/tenders/Oct24.html
Q104489,Selective,LT061 / LT081 Supply of Aerial Platform Wagon and High-Level Platform Wagon for TUE,"Tekway Engineering & Consulting Company LimitedUnit 7-8, 3/FMetro Centre II21 Lam Hing StreetKowloon Bay, KowloonHong Kong",1 Job,"HK$8,999,976.6",31 Oct 2024,MTR_Tender_Oct24_table1.csv,2024,Oct24,https://www.mtr.com.hk/en/corporate/tenders/Oct24.html
Q105242,Selective,Design and Production of Decoration for Hong Kong West Kowloon Station,"Multi-Mind Creative Workshop (HK) LimitedFlat 12, 5/FLaurels Industrial Center32 Tai Yau StreetSan Po Kong, KowloonHong Kong",3 Years,Not Disclosed,7 Oct 2024,MTR_Tender_Oct24_table1.csv,2024,Oct24,https://www.mtr.com.hk/en/corporate/tenders/Oct24.html
Q105645,Selective,KH347 Trial of Visualized Remote Earthing System in 25kV A.C. Railway Lines,"China Railway Electrification Group (Hong Kong) LimitedD5-D6A, 15/FTML Tower3 Hoi Shing RoadTsuen Wan, New TerritoriesHong Kong",1 Job,"HK$4,700,000",21 Oct 2024,MTR_Tender_Oct24_table1.csv,2024,Oct24,https://www.mtr.com.hk/en/corporate/tenders/Oct24.html
Q105888,Selective,Provision of Waste Recycling Management Service for Managed Properties,"Hop Shing Environmental Recycling LimitedDD 119432-482 & 2157 Kung Um Road Yuen Long, New TerritoriesHong Kong",3 Years,Not Disclosed,18 Oct 2024,MTR_Tender_Oct24_table1.csv,2024,Oct24,https://www.mtr.com.hk/en/corporate/tenders/Oct24.html
1261,Open,Radio System for New Extension Projects,"China Mobile Hong Kong Company LimitedL12, L19, L20, L21 and L22Tower 1, Kowloon Commercial Centre51 Kwai Cheong RoadKwai Chung, New TerritoriesHong Kong",Not Applicable,"HK$221,547,803",12 Jul 2024,MTR_Tender_Jul24_table1.csv,2024,Jul24,https://www.mtr.com.hk/en/corporate/tenders/Jul24.html
1263,Open,Security Access Management System (SAMS),"Shui On Building Contractors Limited34/F, Shui On Centre6-8 Harbour RoadWanchaiHong Kong",Not Applicable,"HK$150,534,432.14",12 Jul 2024,MTR_Tender_Jul24_table1.csv,2024,Jul24,https://www.mtr.com.hk/en/corporate/tenders/Jul24.html
C3089-24C,Selective,Provision of New Entrance with Escalator at Tai Wo Hau (TWH),"Sun Fook Kong (Civil) Limited7/FHigh Fashion Centre1-11 Kwai Hei StreetKwai Chung, New TerritoriesHong Kong",Not Applicable,"HK$47,000,000",29 Jul 2024,MTR_Tender_Jul24_table1.csv,2024,Jul24,https://www.mtr.com.hk/en/corporate/tenders/Jul24.html
M1285-24E,Selective,Maintenance Services for Overhead Line System and Traction Power Supply Systems for HSR,"China Railway Electrification Engineering Group Co., Ltd.Unit C1-C5, 29/FTML Tower3 Hoi Shing RoadTsuen Wan, New TerritoriesHong Kong",Not Applicable,"HK$65,880,000",17 Jul 2024,MTR_Tender_Jul24_table1.csv,2024,Jul24,https://www.mtr.com.hk/en/corporate/tenders/Jul24.html
M1294-24C,Selective,Maintenance Services for Trackwork System of HSR,"China Railway First Group Co., Ltd.Flat GNo. 26, Tsat Sing KongYuen Long, New TerritoriesHong Kong",Not Applicable,"HK$136,880,000",18 Jul 2024,MTR_Tender_Jul24_table1.csv,2024,Jul24,https://www.mtr.com.hk/en/corporate/tenders/Jul24.html
Q097488,Selective,Conversion of Manual Point Machines to Hybrid Point Machines at Siu Ho Wan Depot,"KML Engineering LimitedB12, G/FShatin Industrial CentreSiu Lek Yuen RoadShatin, New TerritoriesHong Kong",1 Job,"HK$9,980,000",4 Jul 2024,MTR_Tender_Jul24_table1.csv,2024,Jul24,https://www.mtr.com.hk/en/corporate/tenders/Jul24.html
Q100033,Selective,"Maintenance Services for TML and EAL Telecom System – Transmission System, Voice Recording System and Direct Line Touch Screen Console System","Shun Hing Systems Integration Company Limited16/F, Shun Hing Centre2 Shing Yiu StreetKwai Chung, New TerritoriesHong Kong",1 Job,"HK$4,866,000",19 Jul 2024,MTR_Tender_Jul24_table1.csv,2024,Jul24,https://www.mtr.com.hk/en/corporate/tenders/Jul24.html
Q104494,Selective,Provision of Term Security and Customer Service Personnel for Two International Finance Centre,"Megastrength Security Services Co. Ltd.18/F, 78 Hung To RoadKwun Tong, KowloonHong Kong",1 Year,Not Disclosed,11 Jul 2024,MTR_Tender_Jul24_table1.csv,2024,Jul24,https://www.mtr.com.hk/en/corporate/tenders/Jul24.html
Q104914,Selective,Maintenance Service for Hybrid Rail Cloud Platform for MTR Operations Engineering Data Studio (OEDS),"Icon Business Systems LimitedRoom 1003-11, 10/FTins Enterprises Centre777 Lai Chi Kok RoadCheung Sha Wan, KowloonHong Kong",1 Job,"HK$2,639,400",28 Jul 2024,MTR_Tender_Jul24_table1.csv,2024,Jul24,https://www.mtr.com.hk/en/corporate/tenders/Jul24.html
Q105673,Selective,Supply of Smart Safe,"Hightech Company LimitedRoom S, 8/F, Block 3Kwun Tong Industrial Centre448-458 Kwun Tong RoadKwun Tong, KowloonHong Kong",1 Job,"HK$8,888,800",22 Jul 2024,MTR_Tender_Jul24_table1.csv,2024,Jul24,https://www.mtr.com.hk/en/corporate/tenders/Jul24.html
Q105955,Selective,Provision of Insurance Broking and Consultancy Services for Managed and Investment Properties,"Marsh (Hong Kong) LimitedSuite 3402-3406, 34/FOne Taikoo Place979 King’s RoadQuarry BayHong Kong",42 Months,Not Disclosed,17 Jul 2024,MTR_Tender_Jul24_table1.csv,2024,Jul24,https://www.mtr.com.hk/en/corporate/tenders/Jul24.html
Q106792,Selective,"Provision of Engineering Service for Deep Cleaning of Exterior Window Glass and Application of Photocatalytic Oxidation Coating on Interior Fittings for MTR Passenger Trains, Light Rail Vehicles and Buses","Waihong Environmental Services LimitedUnit 813, 8/FChevalier Commercial Centre8 Wang Hoi RoadKowloon Bay, KowloonHong Kong",1 Job,"HK$6,040,980",26 Jul 2024,MTR_Tender_Jul24_table1.csv,2024,Jul24,https://www.mtr.com.hk/en/corporate/tenders/Jul24.html
M1291-24C,Open,Maintenance Services for Landscaping for High Speed Rail,"C. K. Garden Company LtdB22, 6/F, Block BCambridge Plaza188 San Wan RoadSheung Shui, New TerritoriesHong Kong",1 Job,"HK$6,898,900",9 Sep 2024,MTR_Tender_Sep24_table1.csv,2024,Sep24,https://www.mtr.com.hk/en/corporate/tenders/Sep24.html
M1292-24,Open,Cleaning Services for High Speed Rail - Package 1 and 2,"Waihong Environmental Services LtdUnit 813, 8/FChevalier Commercial Centre8 Wang Hoi RoadKowloon Bay, KowloonHong Kong",1 Job,"HK$166,703,184",19 Sep 2024,MTR_Tender_Sep24_table1.csv,2024,Sep24,https://www.mtr.com.hk/en/corporate/tenders/Sep24.html
Q098412,Selective,"Digital Map of CWD, TKD and TAD","Roctec Technology Ltd.Room 1502-1504, 15/FKodak House II321 Java Road, North PointHong Kong",1 Job,"HK$12,380,000",12 Sep 2024,MTR_Tender_Sep24_table1.csv,2024,Sep24,https://www.mtr.com.hk/en/corporate/tenders/Sep24.html
Q101282,Selective,Provision of LR Next Train Information Display Panels on All LR Service Platforms,"Roctec Technology Ltd.Room 1502-1504, 15/FKodak House II321 Java Road, North PointHong Kong",1 Job,"HK$8,680,000",13 Sep 2024,MTR_Tender_Sep24_table1.csv,2024,Sep24,https://www.mtr.com.hk/en/corporate/tenders/Sep24.html
Q103544,Selective,LS052 Provision of Rail-Road Excavators with Maintenance Service for OYB Interfacing Works,Colmar Technik S.p.A.Viale Regina Margherita 3945100 - RovigoItaly,1 Job,"HK$9,482,423",12 Sep 2024,MTR_Tender_Sep24_table1.csv,2024,Sep24,https://www.mtr.com.hk/en/corporate/tenders/Sep24.html
1253,Open,Trackside Auxiliaries and Tunnel Environmental Control System,"Gammon E&M Limited22/F, Tower 1 & 2The Quayside77 Hoi Bun RoadKwun Tong, KowloonHong Kong",Not Applicable,"HK$341,800,000",26 Feb 2024,MTR_Tender_Feb24_table1.csv,2024,Feb24,https://www.mtr.com.hk/en/corporate/tenders/Feb24.html
C5771-23E,Selective,Replacement of Escalators in WTS,"TK Elevator Hong Kong Limited31/F Enterprise Square ThreeNo. 39 Wang Chiu RoadKowloon Bay, KowloonHong Kong",Not Applicable,"HK$51,836,000",7 Feb 2024,MTR_Tender_Feb24_table1.csv,2024,Feb24,https://www.mtr.com.hk/en/corporate/tenders/Feb24.html
Q099250,Selective,Replacement of Nabco Type PSD Power Supply System in TML and TKL,"Wintech Telecommunication Services LimitedUnit H, 3/FEverest Industrial Centre396 Kwun Tong RoadKwun Tong, KowloonHong Kong",1 Job,"HK$24,774,500",1 Feb 2024,MTR_Tender_Feb24_table1.csv,2024,Feb24,https://www.mtr.com.hk/en/corporate/tenders/Feb24.html
Q099556,Open,"Supply of Leather Uniform Shoes for Operating, Administration, Corporate Security and High Speed Rail","Dr Kong Footcare LimitedRoom 14C, 14/FVigor Industrial Building, Block 149-53 Ta Chuen Ping StreetKwai Chung, New TerritoriesHong Kong",9 Items,"HK$3,866,698",15 Feb 2024,MTR_Tender_Feb24_table1.csv,2024,Feb24,https://www.mtr.com.hk/en/corporate/tenders/Feb24.html
Q099819,Selective,Provision of Global Freight Forwarding Services,"Kintetsu World Express (HK) LimitedGridlines 13014W-13017W, 13/FATL Logistics Centre B, Berth 3Kwai Chung Container TerminalKwai Chung, New TerritoriesHong Kong",1 Job,Not Disclosed,2 Feb 2024,MTR_Tender_Feb24_table1.csv,2024,Feb24,https://www.mtr.com.hk/en/corporate/tenders/Feb24.html
Q102131,Open,Provision of Office Relocation Services and Document Storage Services,"Prudential International Moving LimitedFlat 12, 9/F, Block BNew Trade Plaza6 On Ping StreetShatin, New TerritoriesHong Kong",1 Job,"HK$1,188,336",5 Feb 2024,MTR_Tender_Feb24_table1.csv,2024,Feb24,https://www.mtr.com.hk/en/corporate/tenders/Feb24.html
A310-23E,Selective,Holistic Review of Light Rail Signalling System,"WSP (Asia) Limited7/F, One Kowloon1 Wang Yuen StreetKowloon Bay, KowloonHong Kong",Not Applicable,"HK$3,880,000",29 Apr 2024,MTR_Tender_Apr24_table1.csv,2024,Apr24,https://www.mtr.com.hk/en/corporate/tenders/Apr24.html
Q096379,Selective,Supply of Engineering Wagons for Trackside Maintenance,"CRM (Hong Kong) Trading LimitedRoom 601-02, 6/FNew East Ocean Centre9 Science Museum Road Tsimshatsui, KowloonHong Kong",1 Job,"HK$13,500,000",3 Apr 2024,MTR_Tender_Apr24_table1.csv,2024,Apr24,https://www.mtr.com.hk/en/corporate/tenders/Apr24.html
Q103386,Selective,Provision of Event Management and Production Services for MTR’s Mega Events,"Serious Staging Limited8/F, Bangkok Bank Buildling18 Bonham Strand WestSheung WanHong Kong",1 Job,Not Disclosed,16 Apr 2024,MTR_Tender_Apr24_table1.csv,2024,Apr24,https://www.mtr.com.hk/en/corporate/tenders/Apr24.html
Q104555,Selective,Provision of Consultancy Service for Talent Assessment and Development (Junior Managerial Level) in 2024-26,"SHL Hong Kong Limited16/F, Lee Garden Six111 Leighton RoadCauseway BayHong Kong",2 Years,Not Disclosed,12 Apr 2024,MTR_Tender_Apr24_table1.csv,2024,Apr24,https://www.mtr.com.hk/en/corporate/tenders/Apr24.html
